Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
IDA & IBRD total,IBT,"Population, female",SP.POP.TOTL.FE.IN,1141585195,1157334598,1179514544,1207655004,1236028542,1264921296,1295266185,1325680967,1357038733,1389555354,1422709463,1456128660,1489070275,1522383751,1555577907,1588195630,1620776160,1653244242,1686259458,1720174912,1754438598,1789624460,1826775411,1864510639,1902292263,1940882669,1980400002,2020754449,2061388190,2101738515,2141853912,2181398118,2220155998,2258828605,2297280082,2335505371,2373746809,2411769896,2449494055,2486745651,2523526455,2560343715,2597158629,2633865981,2670579003,2707355664,2743968480,2780325291,2817124110,2854709029,2892847863,2932079897,2972254625,3012812735,3053325349,3093568989,3133850554,3174224381,3213452236,3251798499,3289033431,3323567764
IDA total,IDA,"Population, female",SP.POP.TOTL.FE.IN,189972962,194768166,199734707,204876566,210224870,215783499,221506924,227435125,233590554,239895749,246208899,252355731,258731456,265607116,272754507,280063452,287471801,295130479,303370637,312080628,320761403,329570296,339004657,348732125,358541744,368655130,378943843,389447017,400097885,410958335,421888566,432880915,444357562,456420906,468562715,480814912,493355954,505926463,518636021,531647677,545079651,558880224,573131368,587540106,601946146,616574929,631649219,647019128,662450473,678279929,694816585,711624750,728124636,744226877,760387700,777031594,794471756,812539768,831098072,850252972,869955236,889832098
IDA blend,IDB,"Population, female",SP.POP.TOTL.FE.IN,58621678,60101617,61624654,63216651,64876054,66603938,68393266,70235155,72140258,74109849,76139434,78193573,80310542,82549468,84907114,87404979,90032357,92799292,95702139,98797498,102310994,106098965,109796516,113243574,116603719,120223467,124041429,127969722,131997062,136039935,140099111,144208635,148061882,151913119,155988213,160197837,164595327,169023012,173497351,178029804,182933597,187991919,192709046,197295897,202058604,206873422,211789004,216915051,222230995,227771787,233643980,239484876,244943886,250216042,255432531,260726799,266142637,271731222,277518848,283421387,289535686,295794577
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,44298836,45505228,46755916,48049423,49393533,50670788,51914171,53261620,54693876,56192696,57726007,59280005,60852641,62447954,64057961,65683015,67328209,68989822,70673511,72379110,74102204,75833339,77575448,79326498,81064901,82758996,84396961,86004739,87604902,89198541,90771091,92335803,93896001,95452746,97016958,98589133,100173076,101769000,103351567,104895341,106407480,107901551,109376745,110834579,112236510,113637675,115112096,116621886,118134983,119636496,121133510,122648363,124183204,125693504,127158711,128574643,129940374,131253454,132530163,133784436,134930389,135900714
IDA only,IDX,"Population, female",SP.POP.TOTL.FE.IN,131351284,134666549,138110053,141659915,145348816,149179561,153113658,157199970,161450296,165785900,170069465,174162158,178420914,183057648,187847393,192658473,197439444,202331187,207668498,213283130,218450409,223471331,229208141,235488551,241938025,248431663,254902414,261477295,268100823,274918400,281789455,288672280,296295680,304507787,312574502,320617075,328760627,336903451,345138670,353617873,362146054,370888305,380422322,390244209,399887542,409701507,419860215,430104077,440219478,450508142,461172605,472139874,483180750,494010835,504955169,516304795,528329119,540808546,553579224,566831585,580419550,594037521
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,26399,26225,26354,26583,26809,27024,27325,27785,28320,28853,29384,29895,30348,30761,31149,31499,31852,32239,32639,33043,33449,33703,33739,33693,33625,33551,33679,34094,34604,35123,35654,36089,36342,36514,36675,36822,37045,37419,37848,38255,38626,38974,39308,39629,39937,40248,40599,40970,41358,41778,42206,42470,42493,42423,42321,42179,42110,42173,42267,42350,42415,42528
India,IND,"Population, female",SP.POP.TOTL.FE.IN,215819000,220791299,225898332,231120329,236446379,241740859,246951009,252216091,257695427,263380464,269208897,275180236,281308597,287642024,294137889,300723268,307373867,314189303,321198151,328422054,335953058,343719452,351626946,359724278,368029660,376475662,385067312,393755601,402535292,411461378,420468106,429478264,438527953,447615320,456726553,465846665,474932057,484031612,493147162,502255693,511410095,520679574,529978166,539178882,548274218,557161047,565762395,574185530,582492785,590747758,599047591,607376801,615647779,623809180,631697152,639323292,647012921,654607791,661854076,668786993,675389679,681060412
Not classified,INX,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,1406396,1405395,1411577,1419942,1426948,1432533,1438452,1445298,1451850,1460582,1473173,1490573,1512633,1536860,1562325,1587921,1611678,1633237,1656484,1679290,1699456,1720493,1738509,1752570,1764962,1769453,1772300,1775247,1771324,1766605,1768019,1777460,1789268,1798456,1806797,1817361,1832169,1850643,1869641,1890190,1914541,1945018,1978879,2010956,2044797,2084299,2136262,2199181,2249608,2278484,2295311,2308722,2320880,2334273,2353302,2376011,2401916,2427413,2456754,2490220,2515614,2539135
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,10413283,10695491,10990293,11301097,11629176,11970547,12318631,12668971,13024418,13394993,13785014,14183729,14588585,15009757,15452940,15913627,16386803,16890402,17433233,18026297,18678222,19574777,20521074,21313380,22133113,22964786,23807989,24648094,25458460,26240665,27321946,28427220,29125341,29325118,29449209,29863681,30277819,30733747,31238387,31759367,32308864,32888440,33228012,33525382,34033455,34551612,35065378,35569016,36059993,36554728,37072743,37559635,38062269,38640588,39405613,40336099,41105603,41715123,42283609,42772045,43155308,43496643
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,3582744,3672435,3784275,3912316,4044133,4181151,4323269,4470599,4623958,4783747,4950225,5120686,5295288,5475982,5661027,5849037,6039010,6236881,6443907,6648039,6858453,7072839,7283232,7511326,7758267,7956320,8163006,8397291,8603421,8840284,8950340,9043704,9309748,9760768,10232966,10577414,10915862,11254162,11607960,11984710,12383050,12775683,13184691,13588897,13986188,14410735,14521163,14407413,14692161,15226676,15709180,16258743,16993544,17793123,18414828,18907546,19369155,19826367,20301429,20774818,21259406,21736184
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,86883,88549,90177,91770,93444,95094,96695,98236,99569,100520,101061,101921,103469,105053,106469,107855,108986,109869,110791,111916,113152,114481,116035,117668,119026,120044,121010,122370,124296,125872,126918,128480,130152,131470,132621,133388,134165,135310,136804,138528,140457,142323,143668,144693,145804,147560,149906,152841,155939,157502,158077,158835,159816,161389,163141,164598,166298,169093,172511,175683,178482,181577
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,1046691,1083470,1138578,1182739,1231791,1276798,1310812,1369686,1399502,1437223,1486372,1534488,1574614,1640264,1690521,1730476,1770743,1812246,1852313,1902131,1950235,1991448,2031090,2070260,2099527,2138984,2174515,2212189,2251138,2291231,2364614,2512485,2601788,2672386,2742624,2816670,2890772,2963110,3030755,3107746,3189721,3264694,3329934,3389251,3448279,3508024,3568903,3631329,3695091,3783259,3850926,3919714,3989651,4061634,4137178,4216926,4297207,4378254,4460839,4544229,4622801,4695549
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,25854648,26037590,26213928,26397441,26605683,26819950,27019359,27206380,27369807,27518285,27657194,27778782,27935667,28130000,28319449,28495494,28646217,28778223,28892919,28989355,29023901,29032477,29062958,29080183,29093279,29108423,29115969,29124921,29144797,29172721,29203666,29231307,29258597,29283105,29297151,29306546,29322847,29345460,29361495,29373779,29391838,29410285,29450615,29571065,29747782,29883545,29972190,30129102,30336005,30481038,30585093,30643856,30716299,31056458,31329027,31278411,31193971,31109769,31012809,30638263,30481007,30300094
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,862346,872080,881050,890033,899537,909212,918906,928584,938214,948275,959438,972543,987230,1002236,1016941,1030930,1043949,1056361,1068719,1081409,1095088,1109955,1125689,1141487,1156399,1169756,1181152,1190859,1199668,1208531,1217457,1226934,1237428,1248426,1259796,1271271,1282047,1292207,1302213,1311392,1318802,1324943,1331046,1337278,1343774,1350293,1356781,1362545,1367460,1372774,1378388,1384402,1390918,1397059,1402227,1406816,1410867,1413838,1415821,1417116,1420767,1424743
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,413911,435462,456445,478030,502949,534276,573043,618434,667712,716374,760744,799192,832400,862721,891850,920443,948774,978011,1008981,1042588,1081027,1124814,1173472,1226422,1282680,1342021,1404666,1470621,1540341,1615655,1694011,1774819,1861488,1951939,2041116,2123362,2195847,2259564,2318090,2374837,2431055,2487807,2546539,2608615,2677114,2749640,2943988,3138903,3218236,3291871,3367031,3455782,3507157,3725930,4160394,4549538,4778803,4902957,5024293,5143079,5257947,5368123
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,47434416,47855063,48294311,48778588,49279989,49804697,50254891,50768868,51330606,51928754,52513428,53660202,54398884,55150574,55868603,56567115,57165192,57714402,58239277,58735700,59206049,59648209,60074308,60505995,60913170,61309541,61650870,61963243,62236126,62501517,62728216,62995976,63252136,63480813,63683139,63859897,64033555,64215271,64422022,64573919,64716290,64907199,65093948,65270637,65330634,65374871,65451729,65557955,65618491,65637199,65672237,65569426,65480007,65398896,65324683,65267090,65245704,65206949,65140618,65065286,64885399,64594414
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,4821466,4986055,5150305,5313783,5474950,5633055,5788124,5940320,6088926,6226484,6343008,6438046,6527527,6621595,6717859,6815940,6913680,7015367,7121165,7227413,7337393,7452122,7572632,7699561,7829663,7960779,8123116,8319243,8523201,8436600,8482848,8532977,8524847,8496682,8381896,8220169,8108311,7997169,7877753,7815477,7797373,7788399,7791988,7820478,7877124,7949338,8035070,8126518,8277191,8438381,8552136,8668254,8784512,8904870,9029051,9154229,9275967,9393051,9508427,9623458,9743042,9864589
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,3910535,4061910,4223183,4393111,4571212,4759032,4954536,5156435,5365508,5580984,5800300,6015733,6231008,6452684,6676963,6902776,7129546,7369217,7626855,7895961,8181266,8483287,8799162,9130745,9474893,9826764,10183316,10545806,10919898,11302974,11692664,12073477,12445537,12817038,13191070,13566081,13937256,14313761,14701779,15116098,15558445,16030683,16517681,17008340,17517645,18040263,18579218,19133373,19707234,20296096,20875000,21439190,21992229,22533107,23061826,23582948,24114618,24652004,25168522,25679257,26205082,26726429
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,1127676,1170157,1209316,1249868,1291015,1330219,1371515,1412349,1453390,1491701,1524186,1555271,1588135,1620869,1655923,1690014,1722726,1754749,1785722,1817521,1849610,1883209,1919168,1957884,1999754,2043393,2088957,2136081,2181455,2232034,2274207,2308087,2331432,2328381,2324438,2345604,2378808,2412286,2448243,2483673,2512284,2535213,2557844,2584242,2614934,2643705,2671501,2696138,2720818,2752856,2784718,2817552,2863524,2919343,2976832,3036877,3097615,3156721,3218986,3286075,3348689,3405781
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,2775913,2838198,2901294,2964747,3029485,3095568,3160909,3225825,3290683,3355573,3379892,3391257,3442548,3501198,3547006,3504525,3348247,3228543,3198363,3255563,3334177,3417502,3545857,3677619,3804093,3925641,4065209,4214473,4356677,4501727,4660876,4823655,5024695,5249118,5427475,5566038,5695203,5817046,5938327,6055381,6162331,6269097,6378217,6488659,6600114,6711926,6824167,6939365,7050210,7154373,7258651,7364277,7471081,7578172,7684470,7788391,7892686,7996341,8094239,8186482,8281334,8376956
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,23897,24463,25055,25665,26296,26950,27432,27715,27974,28398,28991,29578,30155,30695,30869,30683,30453,30198,29942,30081,30610,31157,31727,32317,32939,33628,34421,35292,36190,37105,38013,38797,39440,40036,40626,41236,41941,42736,43538,44337,45145,46058,47053,48026,49015,50037,51046,52031,53046,54099,55156,56161,57103,58026,58943,59874,60836,61819,62820,63851,64968,66150
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,30218,29931,29438,28866,28235,27553,26837,26090,25305,24449,23816,23561,23421,23279,23133,22999,22878,22762,22645,22504,22366,22250,22122,21976,21819,21657,21492,21321,21137,20935,20718,20633,20779,21026,21279,21532,21785,22045,22314,22592,22887,23130,23274,23381,23485,23587,23695,23800,23904,24005,24093,24200,24290,24339,24387,24430,24472,24515,24545,24562,24570,24591
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,12489338,12855534,13210403,13563924,13904602,14247148,14605847,14956378,15313681,15670972,16023621,16345322,16652912,16947289,17235516,17526507,17817685,18112175,18404430,18701467,19011317,19322543,19631317,19929832,20182770,20385468,20582576,20772477,20962445,21154831,21346470,21548966,21773212,21992707,22210858,22432247,22645433,22859276,23026003,23190296,23385302,23577705,23737995,23885395,24005609,24081655,24228799,24368149,24570971,24715248,24852253,25034107,25137200,25224087,25356139,25466609,25566204,25654936,25783018,25889856,25938911,25902500
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,124809,138337,153881,171363,190169,210282,234105,262026,291992,322993,352915,380375,406806,434043,462771,494127,524742,553672,583874,614819,645876,678043,712126,747605,781817,815135,852133,892203,932442,972812,740711,595760,722273,729745,708126,702486,717616,738890,760120,781229,802091,822562,842457,861555,879585,915450,978402,1050213,1122360,1194588,1267716,1355253,1456439,1557776,1586002,1569671,1585277,1616950,1661345,1702878,1689384,1659419
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,97416335,100217932,103097685,106047757,109062079,112130319,115227904,118348098,121493595,124666368,127868466,131129319,134459938,137844432,141279250,144750135,148259062,151846232,155518591,159236840,162950867,166601070,170253094,173966398,177690966,181399467,185088223,188771525,192473803,196184205,199961963,203770674,207538140,211289104,215026075,218739285,222408958,226047776,229655372,233218619,236733486,240175000,243533185,246789828,249989217,253152349,256242965,259271060,262251095,265216948,268070187,271182059,274291650,277339629,280340652,283316774,286315238,289411237,292636899,295788359,298596852,301051459
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,1074999,1099630,1124969,1151002,1177722,1205244,1233457,1262425,1292391,1323257,1355114,1388065,1421979,1456655,1490881,1522925,1551730,1577770,1603070,1630063,1660882,1696411,1736451,1780139,1826793,1876227,1928218,1982475,2038768,2096811,2156074,2216230,2276927,2337824,2397961,2456528,2513639,2566184,2613956,2660061,2704952,2749003,2792055,2833564,2873441,2915416,2960629,3006220,3051630,3096726,3141557,3186018,3230068,3273809,3317084,3364007,3415910,3469110,3522442,3575847,3629574,3682483
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,892742,919684,948304,977384,1006177,1034042,1062565,1090785,1119759,1149936,1178338,1207908,1239174,1270440,1301301,1332266,1527326,1725303,1589858,1450830,1482768,1515716,1540906,1564060,1595622,1630569,1674660,1718467,1752756,1789092,1826355,1863876,1902112,1937773,1971480,2006214,2042515,2078357,2113287,2148244,2182925,2216621,2244887,2273541,2308160,2341982,2380573,2425840,2464793,2496213,2517928,2541771,2607796,2858601,3157007,3225226,3167365,3105403,3039172,2967783,2914639,2879140
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,555216,569876,585105,600641,616449,632797,649643,667000,684949,703573,722802,742304,762447,783663,805798,829260,853862,879894,907585,936178,965697,995548,1025372,1057490,1091170,1124440,1158015,1191755,1225868,1260478,1114203,981835,1039802,1081167,1078253,1087803,1119580,1210882,1340697,1416994,1470314,1513734,1553226,1565364,1583860,1655945,1750726,1839348,1914531,1974485,2031229,2111010,2185460,2232393,2277509,2323065,2369046,2413339,2458807,2505847,2556131,2608243
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,691972,716523,743303,771781,799870,822775,839960,856217,873699,892672,913320,935568,961125,997740,1043360,1091880,1144154,1199171,1256962,1317570,1380182,1444066,1509655,1577254,1640562,1698189,1754653,1809822,1864185,1918026,1971151,2023299,2074298,2123830,2171635,2217590,2261674,2303939,2344779,2384874,2441925,2518416,2599295,2684383,2773433,2865160,2940457,3000597,3063814,3127657,3191977,3039860,2881548,2939742,2997221,3046854,3094517,3143706,3193468,3240076,3283983,3325769
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,47652,48259,48831,49403,49974,50550,51141,51746,52356,52993,53714,54487,55255,56014,56752,57553,58447,59365,60306,61267,62278,63354,64451,65529,66584,67621,68621,69576,70485,71350,72238,73189,74248,75328,76297,77174,77967,78689,79365,80048,80669,81198,81739,82285,82807,83308,83785,84234,84671,85135,85705,86305,86816,87284,87752,88222,88683,89132,89573,90001,90411,90712
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,109295780,112405047,115599897,118871128,122204799,125590775,129002195,132431969,135888172,139373483,142892932,146481416,150147302,153876387,157660735,161482907,165342946,169280109,173308631,177383971,181458264,185470449,189489221,193572645,197671577,201761385,205840870,209922697,214028380,218146674,222335534,226553661,230730299,234890991,239037168,243156009,247230664,251268425,255263929,259206852,263094024,266902732,270626403,274245966,277801986,281316873,284750796,288116385,291431783,294730818,297913226,301336964,304753836,308107914,311405153,314670796,317911145,321079477,324094906,327045069,329839138,332282631
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,121711655,124662564,127745531,130919519,134216163,137636999,141138512,144773282,148558484,152426695,156253973,159901041,163714050,167895529,172210436,176530183,180815459,185201059,190007684,195075451,199693785,204162333,209328528,215008419,220871234,226800556,232687329,238654854,244652443,250815682,257032014,263271094,270271115,277894842,285363851,292769282,300257445,307757679,315437711,323418452,331367901,339477860,348383463,357587810,366618493,375822532,385202441,394471838,403871141,413650626,423738597,434189898,444944577,455960561,467220385,478578753,490290880,502327939,514494228,526943730,539771201,552699955
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,72168007,73846026,75587991,77400276,79303808,81292611,83342058,85492674,87747106,90052954,92418802,94833014,97257361,99752994,102360706,105029021,107753559,110466217,113429355,116537107,119098388,121394781,124249281,127519625,130930071,134420311,137892390,141480474,145113763,148908827,152705318,156587406,161220608,166272506,171101002,176000134,181151122,186221587,191292083,196603766,201836599,207196197,213320881,219760287,226053518,232554150,239521846,246648422,253760532,261054866,268516825,276139867,283714242,290975954,298270816,305877566,314012507,322535674,331407539,340777507,350353009,359890677
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,8447,8623,8805,8993,9194,9400,9616,9860,10130,10396,10638,10839,11017,11210,11408,11615,11814,12001,12207,12421,12615,12783,12951,13136,13313,13494,13688,13881,14072,14268,14470,14675,14890,15113,15338,15572,15815,16060,16300,16541,16768,16951,17110,17257,17399,17552,17693,17814,17927,18047,18162,18288,18439,18585,18719,18834,18947,19073,19220,19381,19534,19686
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,4667001,4791140,4916814,5044847,5176523,5312485,5453009,5597353,5743426,5888314,6029479,6165360,6297209,6426973,6556872,6688488,6822360,6957623,7092443,7225160,7354484,7478908,7599083,7716961,7835554,7956692,8080747,8207118,8334403,8461105,8583452,8700567,8813025,8917666,9013033,9099244,9174381,9239350,9299674,9361585,9430659,9515278,9613500,9716944,9820386,9920308,10017499,10113840,10209401,10305260,10399967,10491312,10519643,10611943,10720890,10828431,10956835,11089127,11212976,11288193,11354528,11481595
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,487188246,498952651,510999985,523386361,536077425,548799892,561558606,574660454,588206081,602148437,616272668,630405331,644968419,660209436,675813204,691828401,708375941,725421567,742729925,760685464,779782015,799836439,820177248,840552396,861174932,882170362,903505038,924999441,946665950,968516928,991725262,1013987684,1035623210,1056887746,1078203920,1099716052,1121171802,1142769069,1164582211,1186427377,1208646385,1231150798,1253168787,1274949027,1296999609,1318881325,1340539772,1362297734,1384126324,1406225523,1429017659,1452060169,1474907628,1497948659,1520939347,1543793166,1566683040,1589459169,1611868155,1633846418,1655599347,1676332520
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,1114181787,1129611858,1151476565,1179286982,1207326062,1235950936,1266029832,1296086421,1327117690,1359360242,1392296182,1425504395,1458156984,1491150585,1523970472,1556147071,1588259427,1620271816,1652854898,1686361121,1720205810,1754958919,1791690406,1829026410,1866415491,1904621233,1943763471,1983753474,2024049838,2064072340,2104873474,2144337101,2183035194,2221502984,2259746221,2297801432,2335887112,2373730744,2411230767,2448266660,2485065184,2521910637,2558691485,2595263008,2631839516,2668471560,2704931682,2741222296,2777959963,2815390124,2853420785,2892471093,2932473292,2972869406,3013231873,3053349191,3093548518,3133988699,3173540640,3212258558,3249744269,3284580254
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,412775,424522,436680,449214,462111,475570,490024,504021,517141,530644,544528,558907,573847,589364,605578,622634,640448,658293,676170,694646,713673,733255,753368,773963,795023,816686,839510,860673,879033,896657,913543,929716,945146,959632,973243,986013,997590,1007116,1014129,1018795,1021176,1021628,1020608,1018296,1014422,1010444,1010320,1013106,1018115,1024847,1030995,1037702,1045364,1054158,1064118,1075264,1087578,1100655,1114109,1127746,1141915,1155756
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,548362155,549682109,556950627,569776503,582401463,595390829,609695675,623593627,637849060,652800604,668183365,683833104,698577734,712867629,726475233,739027426,751050251,762368532,773383835,784454678,795479841,806797497,819132025,831436520,843315020,855506190,868380185,881922920,895510175,908456623,920633400,932303588,943265224,953657654,963836384,973619544,983186090,992572887,1001587200,1009913810,1017350129,1024484071,1031298379,1037958525,1044545853,1051163537,1057682762,1064036597,1070496919,1076970098,1083163105,1089852245,1097524590,1105429768,1113132484,1120235342,1127244764,1134609633,1141048935,1146645285,1151096671,1154025117
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1491292,1513042,1531852,1548458,1565564,1582652,1599965,1617315,1633661,1646813,1662387,1682148,1699767,1715634,1730945,1745594,1760110,1774382,1787748,1798086,1806888,1817961,1831403,1846650,1862256,1878490,1896342,1915515,1935583,1951020,1958602,1962828,1962236,1955113,1944299,1932061,1919786,1907738,1895768,1884336,1873378,1860532,1848248,1835671,1817338,1790135,1763904,1745156,1728715,1709854,1673851,1635330,1611883,1593602,1577567,1560016,1537363,1512826,1495079,1487938,1485577,1486443
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,158884,160461,162561,164361,166289,168318,169693,170382,170914,171849,172862,174398,176092,177964,180488,182609,183679,184202,184728,185385,186293,187068,187497,187772,187982,188306,189093,190162,191292,192796,194761,196963,199362,201950,204729,207691,210514,213044,215434,218070,221082,223861,226149,228646,231519,234862,238501,242111,246266,250499,254780,260020,265765,271532,277710,283954,289781,296716,302297,308156,313207,317924
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1185760,1199765,1211758,1223803,1236187,1246313,1252119,1258369,1267374,1275422,1282009,1289804,1299286,1309584,1320872,1331152,1339396,1347137,1354082,1358384,1361280,1365164,1371026,1378383,1386191,1394094,1403953,1416835,1429982,1436516,1434317,1427819,1409095,1383154,1362511,1345552,1332202,1320117,1308565,1298747,1286989,1271110,1257073,1245312,1231924,1219037,1208273,1198558,1185974,1166323,1141877,1120785,1106189,1093236,1081749,1071516,1060135,1049155,1039395,1030582,1021768,1011596
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,88859,89660,92934,96314,99792,103340,106913,110453,113900,117168,120094,121180,120743,120466,120320,120272,120271,120269,120218,120135,120149,122219,126907,132438,138348,144641,151269,158153,165211,172357,179517,186255,191710,196222,200601,204871,209041,213089,216988,220759,224355,228346,233941,240653,247425,254246,261164,268205,275313,282541,289940,297195,303856,310177,316594,323145,329873,336822,343986,351296,358628,364321
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,2109,2168,2232,2297,2366,2449,2553,2674,2773,2849,2926,3002,3083,3167,3252,3354,3472,3583,3688,3792,3889,3977,4452,5426,6533,7693,8905,10165,11461,12785,13697,14064,14289,14473,14618,14724,14789,14813,14789,14849,15161,15610,16057,16503,16948,17390,17825,18241,18631,18985,19183,19124,18942,18724,18501,18361,18248,18084,17752,17372,17076,16759
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,5894745,6048401,6208208,6367675,6525230,6692302,6868445,7051624,7239222,7430072,7626034,7824917,8028282,8237565,8449697,8666727,8888284,9117082,9354790,9599344,9854260,10118930,10389668,10659487,10921726,11178638,11422605,11650961,11872303,12087228,12299808,12510233,12718823,12924447,13124740,13323326,13519731,13714278,13906379,14092998,14275254,14456567,14636269,14810456,14994480,15191659,15385576,15577682,15770522,15965384,16167193,16378020,16594445,16812735,17027786,17235856,17442227,17646668,17840191,18022621,18213816,18410922
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,12018,12066,12162,12329,12494,12620,12700,12732,12822,13015,13213,13382,13517,13618,13694,13810,13976,14127,14261,14380,14485,14572,14694,14873,15059,15236,15396,15538,15666,15786,15894,15987,16073,16160,16252,16341,16436,16532,16615,16666,16674,16652,16617,16576,16532,16479,16407,16305,16320,16589,16971,17341,17703,18055,18393,18718,18884,18886,18887,18890,18827,18704
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1120788,1149761,1176467,1200462,1222624,1242163,1260750,1277957,1293851,1308862,1322937,1336479,1349890,1363112,1376564,1390036,1403546,1416167,1428394,1440244,1451730,1463766,1476653,1489998,1503763,1517345,1531215,1545769,1558671,1568683,1574683,1576931,1576831,1575148,1569666,1560582,1556042,1548748,1546812,1543411,1539705,1536007,1532293,1527848,1524275,1520473,1515526,1511249,1507520,1504835,1502700,1501362,1500883,1500292,1499077,1487320,1469996,1444805,1419884,1397819,1383296,1373816
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,2486782,2553648,2622418,2693253,2766294,2841601,2919675,3001173,3086629,3176494,3270999,3371075,3476039,3584299,3695584,3809764,3926778,4046766,4169848,4295829,4424114,4554099,4686381,4821383,4959283,5101070,5246816,5398398,5557278,5722986,5896690,6078585,6268243,6467292,6676136,6893814,7119438,7351215,7587511,7827050,8068707,8313779,8563371,8818285,9080850,9351211,9629821,9917175,10211594,10513195,10820101,11128890,11438460,11750494,12065787,12383941,12710056,13044649,13384012,13728596,14076752,14424717
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,41555,42769,44023,45302,46590,48254,50275,52127,53779,55419,57130,58913,60752,62604,64520,66599,68799,71001,73151,75312,77584,79956,82377,84787,87291,90312,93824,97423,100935,104378,107964,111651,115224,118656,121921,124951,127688,130163,132419,134467,136593,138959,141382,143768,146120,148456,150904,153543,156341,159298,162405,165635,168923,172215,177596,185089,192534,199814,206793,212884,217316,220721
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,51888858,53213788,54603553,56046066,57544500,59086634,60702522,62435031,64190816,66007973,67887004,69802585,71762733,73830763,75970763,78262630,80866634,83500686,85852026,88339102,91146821,94269799,97504041,100689066,103986936,107316668,110709749,114131599,117492452,120868852,125165300,128672543,132126521,135111614,137987410,141006506,143992175,146999285,150048906,153157382,156343495,159582800,162621265,165639491,168931803,172441191,176145353,179989399,183946689,187994405,192023295,195845833,199685063,203833535,208078483,212191189,216061701,219860378,223852488,227893479,231463027,234774731
